,Title,Artist,Date,track_id,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration,Time_Signature,explicit,billboard_hot_100,Popularity,Release_Year
125,Fair Trade, Drake Featuring Travis Scott,18-12-2021,40iJIUlhi6renaREYGeIDS,0.666,0.465,1,-8.545,1,0.26,0.0503,0,0.215,0.292,167.937,291175,4,TRUE,1,88,2021
126,Half Of My Hometown, Kelsea Ballerini Featuring Kenny Chesney,18-12-2021,1yRke3PmsyFrYlFZOAkABk,0.57,0.618,10,-4.966,1,0.0445,0.153,0,0.159,0.286,138.034,231832,4,FALSE,1,66,2020
127,Just About Over You, Priscilla Block,18-12-2021,4Ec0q0j8hRTCX4QQ5MiHSX,0.53,0.524,4,-5.751,1,0.0327,0.544,0,0.11,0.514,150.05,179214,4,FALSE,1,69,2020
128,Start Up Again, Polo G Featuring Moneybagg Yo,18-12-2021,4O3bINhkGghgoKsOCr2HNz,0.875,0.601,11,-7.191,0,0.314,0.0233,0,0.14,0.649,124.008,108890,4,TRUE,1,73,2021
129,Memory I Don't Mess With, Lee Brice,18-12-2021,7BQE1P0NUalHSvFtrxasx9,0.617,0.704,6,-7.61,0,0.0258,0.171,0,0.0924,0.57,91.541,180617,4,FALSE,1,71,2020
130,Mercedes, Brent Faiyaz,18-12-2021,0tkgmjBMU6qSxolAKB3f2H,0.547,0.619,3,-6.485,0,0.132,0.0951,2.62E-06,0.0716,0.519,76.285,233070,4,TRUE,1,77,2021
131,Poke It Out, Wale Featuring J. Cole,18-12-2021,1IeCWMwZs4rCmwPOjZYWN7,0.778,0.934,9,-3.488,1,0.321,0.184,0,0.123,0.803,98.97,183333,4,TRUE,1,70,2021
132,Partin Ways, Polo G,18-12-2021,5Y3ID1NKAg8qydyVCrM7ji,0.744,0.439,1,-11.891,0,0.0632,0.424,0,0.104,0.39,124.008,170323,4,TRUE,1,76,2021
133,Wild Side, Normani Featuring Cardi B,11-12-2021,2vXgyN14LX2zl7JEASw242,0.74,0.576,6,-6.744,0,0.146,0.0249,0,0.104,0.315,110.095,209476,4,TRUE,1,81,2021
134,My Little Love, Adele,11-12-2021,2DuPBbS5mIldXnh7Wum8Cy,0.339,0.492,1,-10.661,1,0.0559,0.829,0.00377,0.147,0.102,151.865,389107,4,FALSE,1,86,2021
135,Can I Get It, Adele,11-12-2021,6w8ZPYdnGajyfPddTWdthN,0.703,0.68,9,-6.118,0,0.0431,0.0171,0,0.178,0.536,97.985,210384,4,FALSE,1,88,2021
136,I Drink Wine, Adele,11-12-2021,6v0UJD4a2FtleHeSYVX02A,0.437,0.565,10,-5.596,1,0.0466,0.697,0,0.119,0.306,115.389,376169,4,FALSE,1,87,2021
137,Moth To A Flame, Swedish House Mafia & The Weeknd,11-12-2021,2gpWyfu7eZ01zzncHpxOtA,0.542,0.659,8,-7.289,1,0.0389,0.00279,0,0.105,0.109,120.122,234000,4,FALSE,1,92,2021
138,Always Been You, Jessie Murph,11-12-2021,2zpZkOV7sD9C4Cv0cukoHV,0.655,0.572,3,-7.666,0,0.0535,0.646,1.81E-06,0.0774,0.403,137.12,131825,4,FALSE,1,83,2021
139,Who's In Your Head, Jonas Brothers,11-12-2021,5nhW8I46uDE5sc5ouEbzao,0.704,0.778,5,-5.331,1,0.0971,0.00447,0,0.0731,0.821,101.025,183537,4,FALSE,1,74,2021
140,Baddest," Yung Bleu, Chris Brown & 2 Chainz",11-12-2021,2CDVqsGGkf2v1tMETt3fq5,0.712,0.703,4,-6.174,0,0.199,0.0287,0,0.13,0.452,89.024,202247,4,TRUE,1,68,2021
141,Maybach, 42 Dugg Featuring Future,11-12-2021,2Qt8qG9SWPdtRiaWcPNJRm,0.735,0.446,5,-10.232,1,0.109,0.0071,1.93E-05,0.173,0.121,150.915,199093,4,TRUE,1,72,2021
142,Volvi, Aventura x Bad Bunny,11-12-2021,2vmfvSoZBFAt9hhRoEByLi,0.725,0.86,1,-3.726,1,0.182,0.422,0.000284,0.0674,0.791,175.896,230125,4,TRUE,1,92,2021
143,Ex For A Reason, Summer Walker & JT,11-12-2021,1De7cOMrdUnVpjWBaowMg4,0.726,0.728,11,-5.775,0,0.0408,0.239,0,0.177,0.566,115.047,225502,4,TRUE,1,74,2021
144,Levitating, Dua Lipa,04-12-2021,5nujrmhLynf4yMoMtj8AQF,0.702,0.825,6,-3.787,0,0.0601,0.00883,0,0.0674,0.915,102.977,203064,4,FALSE,1,89,2020
145,To Be Loved, Adele,04-12-2021,10ImcQk9tihY1EKMDIbvXJ,0.356,0.176,8,-8.291,1,0.0391,0.843,0,0.231,0.289,170.425,403962,1,FALSE,1,84,2021
146,Strangers By Nature, Adele,04-12-2021,13CVSGLSFl4UxpDVR6u3dq,0.387,0.253,5,-8.901,1,0.0336,0.798,0.000159,0.0848,0.134,68.004,182163,5,FALSE,1,82,2021
147,Cry Your Heart Out, Adele,04-12-2021,09u787BYeYIGd2mFIJ505t,0.756,0.713,7,-6.917,1,0.102,0.523,3.35E-06,0.248,0.59,125.064,255278,4,FALSE,1,83,2021
148,Hold On, Adele,04-12-2021,6bGMSP3H9YqkmaLnaJTIoF,0.366,0.364,0,-7.814,1,0.0433,0.858,1.15E-05,0.165,0.459,165.902,366004,4,FALSE,1,82,2021
149,Leave The Door Open, Silk Sonic (Bruno Mars & Anderson .Paak),04-12-2021,7MAibcTli4IisCtbHKrGMh,0.586,0.616,5,-7.964,1,0.0324,0.182,0,0.0927,0.719,148.088,242096,4,FALSE,1,88,2021
150,All Night Parking (Interlude), Adele With Erroll Garner,04-12-2021,496vIKS2INz840xZaKncvR,0.734,0.497,8,-9.666,1,0.166,0.67,2.35E-05,0.194,0.307,127.989,161829,3,FALSE,1,82,2021
151,Woman Like Me, Adele,04-12-2021,2c6xRsQBv7pynuhYhWoHxo,0.594,0.37,4,-10.561,0,0.173,0.749,3.20E-05,0.132,0.329,145.601,300248,4,FALSE,1,81,2021
152,Love Is A Game, Adele,04-12-2021,2j3GxEsbNYNeEzz86wDY4J,0.269,0.591,10,-5.79,0,0.0416,0.453,0.000695,0.0702,0.228,183.793,403044,4,FALSE,1,81,2021
153,I Bet You Think About Me (Taylor's Version) (From The Vault), Taylor Swift Featuring Chris Stapleton,04-12-2021,4CkgMiMqZ5JzW9iYXSTMTL,0.391,0.715,0,-4.516,1,0.0495,0.167,0,0.183,0.473,149.654,285107,3,TRUE,1,83,2021
154,God's Country, State Of Mine & Drew Jacobs,04-12-2021,0nnsBvdSmaGfphj44qiFRl,0.418,0.888,5,-3.594,0,0.0481,0.0033,0,0.0957,0.23,139.951,210857,4,FALSE,1,65,2021
155,Sad Girlz Luv Money, Amaarae & Moliy Featuring Kali Uchis,04-12-2021,09gysnJpfQ3ublBmJDfcEC,0.87,0.523,1,-8.052,0,0.0602,0.433,2.07E-05,0.113,0.319,110.02,204764,4,TRUE,1,89,2021
156,Doin' This, Luke Combs,04-12-2021,4GyD3o5hWoyCuYpdlzZlRL,0.593,0.552,1,-5.838,1,0.028,0.18,1.71E-05,0.11,0.39,115,254181,4,FALSE,1,79,2021
157,Red (Taylor's Version), Taylor Swift,04-12-2021,4OAuvHryIVv4kMDNSLuPt6,0.516,0.777,1,-4.908,0,0.0375,0.00108,1.62E-06,0.0761,0.408,125.047,223093,4,FALSE,1,84,2021
158,State Of Grace (Taylor's Version), Taylor Swift,04-12-2021,6lzc0Al0zfZOIFsFvBS1ki,0.594,0.713,9,-5.314,1,0.0503,0.000328,0,0.114,0.328,129.958,295413,4,FALSE,1,79,2021
159,Escape Plan, Travis Scott,04-12-2021,4R67rQNSbbsR4TdUVOIdez,0.839,0.506,5,-6.714,0,0.133,0.00207,0,0.13,0.44,154.12,149610,4,TRUE,1,85,2021
160,Jugaste y Sufri, Eslabon Armado Featuring DannyLux,04-12-2021,3NqBxTOMCJ3zW9CIP51td4,0.39,0.499,7,-7.778,1,0.0381,0.632,0.000497,0.115,0.34,200.156,275194,1,FALSE,1,87,2020
161,Take My Breath, The Weeknd,04-12-2021,6OGogr19zPTM4BALXuMQpF,0.748,0.74,8,-6.01,1,0.0484,0.0107,2.18E-05,0.101,0.518,121.004,220196,4,FALSE,1,86,2021
162,Chasing After You, Ryan Hurd With Maren Morris,27-11-2021,1ZIKpMTRPqhwAoVXWY3tXI,0.596,0.679,4,-6.395,1,0.0394,0.723,0,0.116,0.479,131.912,207974,4,FALSE,1,76,2021
163,Nothing New (Taylor's Version) (From The Vault), Taylor Swift Featuring Phoebe Bridgers,27-11-2021,01K4zKU104LyJ8gMb7227B,0.606,0.377,0,-9.455,1,0.0275,0.817,0,0.154,0.446,101.96,258813,4,FALSE,1,83,2021
164,I Knew You Were Trouble (Taylor's Version), Taylor Swift,27-11-2021,6AtZLIzUINvExIUy4QhdjP,0.584,0.557,6,-6.371,1,0.0342,0.0129,0,0.0576,0.767,154.008,219760,4,FALSE,1,80,2021
165,Run (Taylor's Version) (From The Vault), Taylor Swift Featuring Ed Sheeran,27-11-2021,4IQkfUsrwXol38VV3U7t7T,0.61,0.488,3,-6.918,1,0.0293,0.817,0,0.312,0.443,125.039,240227,4,FALSE,1,82,2021
166,Montero (Call Me By Your Name), Lil Nas X,27-11-2021,1SC5rEoYDGUK4NfG82494W,0.593,0.503,8,-6.725,0,0.22,0.293,0,0.405,0.71,178.781,137704,4,TRUE,1,91,2021
167,Better Man (Taylor's Version) (From The Vault), Taylor Swift,27-11-2021,4OmFmE0fzcMG6g0Y8p4eSD,0.473,0.579,4,-5.824,1,0.0384,0.214,0,0.0877,0.255,73.942,297013,4,FALSE,1,78,2021
168,22 (Taylor's Version), Taylor Swift,27-11-2021,3yII7UwgLF6K5zW3xad3MP,0.642,0.695,7,-5.62,1,0.0281,0.000443,1.02E-05,0.0753,0.642,103.984,230960,4,FALSE,1,80,2021
169,Treacherous (Taylor's Version), Taylor Swift,27-11-2021,3S7HNKPakdwNEBFIVTL6dZ,0.645,0.593,2,-6.506,1,0.0288,0.0344,0.000127,0.13,0.299,109.984,242720,4,FALSE,1,78,2021
170,We Are Never Ever Getting Back Together (Taylor's Version), Taylor Swift,27-11-2021,5YqltLsjdqFtvqE7Nrysvs,0.567,0.686,7,-6.139,1,0.175,0.0317,1.86E-06,0.0732,0.716,172.014,193147,4,FALSE,1,79,2021
171,I Almost Do (Taylor's Version), Taylor Swift,27-11-2021,2r9CbjYgFhtAmcFv1cSquB,0.511,0.559,4,-6.587,1,0.0264,0.0167,0,0.113,0.248,145.88,244587,4,FALSE,1,77,2021
172,The Very First Night (Taylor's Version) (From The Vault), Taylor Swift,27-11-2021,6pYNq0ZwpPVazKzsqpf0G8,0.678,0.733,7,-5.025,1,0.0281,0.00115,0,0.104,0.581,121.009,200280,4,FALSE,1,80,2021
173,Everything Has Changed (Taylor's Version), Taylor Swift Featuring Ed Sheeran,27-11-2021,7qEUFOVcxRI19tbT68JcYK,0.498,0.61,6,-5.098,1,0.0363,0.271,0,0.223,0.474,79.918,245427,4,FALSE,1,78,2021
174,The Last Time (Taylor's Version), Taylor Swift Featuring Gary Lightbody Of Snow Patrol,27-11-2021,0y6kdSRCVQhSsHSpWvTUm7,0.502,0.534,2,-5.954,1,0.0278,0.0399,0,0.0977,0.155,94.05,299080,4,FALSE,1,77,2021
175,Stay Stay Stay (Taylor's Version), Taylor Swift,27-11-2021,7eQj6r5PIdYKEIZjucBMcq,0.693,0.681,0,-7.039,1,0.025,0.0848,0,0.0768,0.663,100.02,205787,4,FALSE,1,77,2021
176,After Last Night, Silk Sonic (Bruno Mars & Anderson .Paak) With Thundercat & Bootsy Collins,27-11-2021,0crw01bqnefvDUDjsuKraD,0.651,0.703,0,-8.958,0,0.0816,0.0297,0,0.0608,0.647,140.051,249444,4,FALSE,1,77,2021
177,Babe (Taylor's Version) (From The Vault), Taylor Swift,27-11-2021,0v4z1tuZvn6LGknom9Qx7d,0.584,0.743,4,-7.075,1,0.0931,0.0538,2.83E-06,0.121,0.746,167.844,224240,4,FALSE,1,78,2021
178,Blast Off, Silk Sonic (Bruno Mars & Anderson .Paak),27-11-2021,5ywsqu9AEJnEJhJ05Vf9Me,0.482,0.548,11,-9.946,1,0.0373,0.0363,2.28E-06,0.3,0.346,76.017,284870,4,FALSE,1,77,2021
179,Skate, Silk Sonic (Bruno Mars & Anderson .Paak),27-11-2021,2sXf2JdbB2GlNju00kw9WE,0.708,0.598,5,-8.365,1,0.0291,0.037,0,0.17,0.698,112.027,203123,4,FALSE,1,78,2021
180,Holy Ground (Taylor's Version), Taylor Swift,27-11-2021,7J4b3LVCIGO4CMBDFLPoP6,0.622,0.809,9,-5.623,1,0.0638,0.0288,0.00218,0.109,0.511,156.894,202960,4,FALSE,1,76,2021
181,Begin Again (Taylor's Version), Taylor Swift,27-11-2021,05GsNucq8Bngd9fnd4fRa0,0.519,0.527,7,-7.673,1,0.0274,0.075,0,0.132,0.267,78.915,238867,4,FALSE,1,76,2021
182,Put On A Smile, Silk Sonic (Bruno Mars & Anderson .Paak),27-11-2021,4bbJw6usZSqkcmnqjSIOWx,0.548,0.627,9,-8.949,1,0.0409,0.0471,0,0.285,0.493,143.994,255455,4,FALSE,1,76,2021
183,Forever Winter (Taylor's Version) (From The Vault), Taylor Swift,27-11-2021,3oGVx9RBmiYGv5ZCecWLkx,0.611,0.552,7,-5.828,1,0.031,0.256,0,0.134,0.41,116.012,263533,4,FALSE,1,77,2021
184,Fly As Me, Silk Sonic (Bruno Mars & Anderson .Paak),27-11-2021,7GuP2hQO9oprADjY3gRhCT,0.783,0.627,2,-8.521,1,0.102,0.00756,0,0.0606,0.48,100.025,219389,4,FALSE,1,77,2021
185,The Moment I Knew (Taylor's Version), Taylor Swift,27-11-2021,0NRHj8hDwwmSPaA41o379r,0.636,0.402,7,-7.855,1,0.031,0.0494,0,0.107,0.208,125.952,285280,4,FALSE,1,76,2021
186,The Lucky One (Taylor's Version), Taylor Swift,27-11-2021,4e5ayHsOLJNLTGfjau2mEw,0.686,0.571,4,-7.138,1,0.05,0.066,0,0.0608,0.538,117.889,240467,4,FALSE,1,75,2021
187,Sad Beautiful Tragic (Taylor's Version), Taylor Swift,27-11-2021,73qMN9bXy7MSPwwGfH3wQr,0.601,0.406,7,-11.827,1,0.0275,0.622,9.19E-05,0.133,0.232,130.059,284773,3,FALSE,1,75,2021
188,Come Back...Be Here (Taylor's Version), Taylor Swift,27-11-2021,4pNApnaUWAL2J4KO2eqokq,0.46,0.632,4,-6.031,1,0.0302,0.0158,0,0.0822,0.399,79.846,223333,4,FALSE,1,76,2021
189,Starlight (Taylor's Version), Taylor Swift,27-11-2021,7A2cNLRT0YJc1yjxHlKihs,0.628,0.685,4,-5.864,1,0.0358,0.00324,0,0.18,0.605,126.014,220413,4,FALSE,1,75,2021
190,La Fama, Rosalia Featuring The Weeknd,27-11-2021,7MXgrcOQAJ5VwSNUL0lDd3,0.49,0.694,5,-5.793,0,0.0618,0.0133,4.62E-05,0.0946,0.249,170.903,216123,4,FALSE,1,63,2020
191,Bitter, Summer Walker & Cardi B,20-11-2021,5cwnxz6QPfbOf731UPqphs,0.638,0.375,0,-11.508,0,0.345,0.756,0,0.153,0.328,93.471,281112,4,TRUE,1,72,2021
192,Mafia, Travis Scott,20-11-2021,08F16baYbciTva9P4BvpiI,0.855,0.492,0,-7.578,0,0.0483,0.0775,6.71E-06,0.111,0.385,109.975,240000,4,TRUE,1,82,2021
193,Traitor, Olivia Rodrigo,20-11-2021,5CZ40GBx1sQ9agT82CLQCT,0.38,0.339,3,-7.885,1,0.0338,0.691,0,0.12,0.0849,100.607,229227,4,FALSE,1,93,2021
194,Throw It Away, Summer Walker,20-11-2021,21DN44aYlSoyfOQcboC0IP,0.645,0.658,0,-8.517,0,0.0653,0.266,1.82E-05,0.128,0.53,139.968,151714,4,TRUE,1,73,2021
195,Reciprocate, Summer Walker,20-11-2021,5xGqh5mjKgOhp9TOlFeCcJ,0.676,0.417,2,-7.551,1,0.113,0.0479,0,0.109,0.487,147.895,182037,4,TRUE,1,71,2021
196,Toxic, Summer Walker Featuring Lil Durk,20-11-2021,4blMQHONplzay3YkNIUlcn,0.742,0.52,6,-7.015,1,0.0772,0.254,0,0.111,0.135,123.897,266284,4,TRUE,1,71,2021
197,Unloyal, Summer Walker & Ari Lennox,20-11-2021,081Shn2hU3YxvQmGaCPegr,0.805,0.51,4,-6.179,0,0.0569,0.0357,0.000469,0.108,0.36,127.983,207295,4,TRUE,1,73,2021
198,Constant Bulls**t, Summer Walker,20-11-2021,1luvsaicSpNDRLgOtRZxWO,0.438,0.54,4,-9.456,0,0.0519,0.223,0,0.141,0.389,118.581,197094,4,TRUE,1,71,2021
199,You Don't Know Me, Summer Walker,20-11-2021,7gpIj4wMeTKptFxetrNKzY,0.501,0.264,11,-9.409,0,0.0414,0.71,0,0.102,0.495,75.28,200473,4,TRUE,1,69,2021
200,Insane, Summer Walker,20-11-2021,3pcxxaUxAMSfz2zgetHydD,0.39,0.607,3,-8.056,1,0.303,0.632,0.000162,0.138,0.347,161.625,189906,4,TRUE,1,76,2021
201,Circus, Summer Walker,20-11-2021,2vdposMtmLoanI0pflut4F,0.506,0.601,0,-8.647,0,0.0975,0.638,0,0.129,0.648,74.111,132973,4,TRUE,1,68,2021
202,4th Baby Mama, Summer Walker,20-11-2021,3WSBP6JEf4Y2aKD2swQ8AG,0.874,0.348,9,-9.643,1,0.0767,0.339,8.60E-06,0.116,0.151,111.98,225000,4,TRUE,1,72,2021
203,Switch A N*gga Out, Summer Walker,20-11-2021,5Mv7yjian35AddlklJgg1v,0.573,0.289,2,-9.532,1,0.0953,0.199,1.05E-05,0.101,0.0393,99.96,177542,4,TRUE,1,69,2021
204,Closure, Summer Walker,20-11-2021,6xRnDd8w5GkPTOiHC7zxsb,0.809,0.586,0,-8.315,1,0.0753,0.201,3.83E-06,0.159,0.561,134.973,131716,3,TRUE,1,68,2021
205,I Was On A Boat That Day, Old Dominion,20-11-2021,1nnsiuuYlvPF9gxXIiyAr8,0.535,0.915,11,-3.819,1,0.0991,0.00699,0,0.224,0.731,140.13,178613,4,FALSE,1,66,2021
206,Memory, Kane Brown X blackbear,20-11-2021,4XZ8YGsNIF4UqE324Mbgfg,0.618,0.808,4,-8.209,1,0.0625,0.115,2.31E-06,0.129,0.49,100.037,177600,4,FALSE,1,55,2021
207,Session 33, Summer Walker,20-11-2021,1k7Sn04nBNcLKbSwORsFgJ,0.618,0.137,8,-12.774,1,0.0609,0.871,0,0.152,0.377,83.188,127086,5,TRUE,1,68,2021
208,A-O-K, Tai Verdes,20-11-2021,1sx0XsWUusUoPstbvokZjP,0.731,0.626,11,-6.919,1,0.0805,0.125,0,0.183,0.862,82.488,173640,4,TRUE,1,75,2021
209,Screwin, Summer Walker & Omarion,20-11-2021,3QR92iEfcnqgVFsOr2pCGz,0.491,0.412,6,-9.378,1,0.122,0.802,0,0.137,0.487,105.076,333582,4,TRUE,1,66,2021
210,Broken Promises, Summer Walker,20-11-2021,2nICPEP27G5i4pb69k9cvL,0.667,0.409,0,-7.745,0,0.0638,0.611,0,0.105,0.29,110.121,183332,4,TRUE,1,67,2021
211,Dat Right There," Summer Walker, Pharrell Williams & The Neptunes",20-11-2021,6hDgNvgXstF65ymjGlxpky,0.861,0.634,9,-6.634,1,0.0393,0.532,0.000951,0.0779,0.868,106.996,190000,4,TRUE,1,69,2021
212,Slow Down Summer, Thomas Rhett,20-11-2021,1fff5nZGyRJtFLkOrSSwOU,0.464,0.755,4,-5.707,1,0.0354,0.00838,0,0.0989,0.449,155.973,216764,4,FALSE,1,74,2021
213,Overpass Graffiti, Ed Sheeran,20-11-2021,4btFHqumCO31GksfuBLLv3,0.52,0.849,9,-3.794,0,0.186,0.00253,0,0.119,0.774,175.908,236907,4,FALSE,1,88,2021
214,Hurricane, Kanye West,20-11-2021,6Hfu9sc7jvv6coyy2LlzBF,0.587,0.561,0,-6.569,1,0.146,0.0466,0,0.109,0.351,80.009,243187,4,FALSE,1,84,2021
215,Cold Beer Calling My Name, Jameson Rodgers Featuring Luke Combs,20-11-2021,3dV1fjKOlLnaNK5MeZHXGv,0.581,0.86,7,-4.092,1,0.039,0.048,0,0.169,0.79,148.318,210480,4,FALSE,1,69,2020
216,Jumpin, NLE Choppa Featuring Polo G,20-11-2021,1z7LV5wkExwW8YJk0IrPUA,0.826,0.616,2,-5.479,1,0.328,0.241,0,0.287,0.612,127.925,181199,4,TRUE,1,81,2021
217,Praise God, Kanye West,20-11-2021,0WSEq9Ko4kFPt8yo3ICd6T,0.798,0.545,1,-6.466,1,0.168,0.00904,9.48E-05,0.258,0.212,118.029,226653,4,FALSE,1,89,2021
218,2055, Sleepy Hallow,20-11-2021,4XvcHTUfIlWfyJTRG0aqlo,0.829,0.512,6,-5.865,0,0.187,0.492,0,0.12,0.638,80.511,123987,4,TRUE,1,87,2021
219,Thriller, Michael Jackson,13-11-2021,3S2R0EVwBSAVMd5UMgKTL0,0.773,0.859,11,-4.913,1,0.0747,0.0855,0.00018,0.914,0.813,118.458,357267,4,FALSE,1,72,1982
220,Monster Mash," Bobby ""Boris"" Pickett And The Crypt-Kickers",13-11-2021,2xO2QX9rUvbpWyP6G2KqLK,0.391,0.366,11,-14.98,0,0.0392,0.574,0.101,0.141,0.786,207.832,161507,3,FALSE,1,18,1962
221,Wockesha, Moneybagg Yo,13-11-2021,0nqhKXDjsyBMvbeWmgijD0,0.582,0.537,0,-9.229,1,0.619,0.129,0,0.0749,0.771,82.103,180930,4,TRUE,1,75,2021
222,Ghostbusters, Ray Parker Jr.,13-11-2021,569uHYIB0X324FZOBEhvit,0.778,0.719,4,-9.698,1,0.0345,0.0123,0.0262,0.297,0.729,115.4,239133,4,FALSE,1,65,1993
223,Somebody's Watching Me, Rockwell,13-11-2021,2H2379xRxgQVvcOSoL8Ajr,0.792,0.62,1,-6.204,0,0.0344,0.123,4.12E-05,0.0548,0.843,123.933,293933,4,FALSE,1,66,2012
224,Demon High, Lil Uzi Vert,13-11-2021,5MAnH0CFbD13INQBsnKI9y,0.75,0.543,5,-10.672,0,0.179,0.355,0,0.419,0.652,150.066,197418,4,FALSE,1,74,2021
225,Love Again, Dua Lipa,13-11-2021,1imMjt1YGNebtrtTAprKV7,0.659,0.667,11,-4.668,0,0.0339,0.00173,2.85E-05,0.1,0.468,115.982,258004,4,FALSE,1,75,2020
226,My Boy, Elvie Shane,13-11-2021,47fyYjbsfq48e3fUys4Xaa,0.686,0.566,9,-5.977,1,0.0423,0.254,0,0.11,0.542,146.042,203381,4,FALSE,1,70,2021
227,Rap Freaks, Yung Miami,13-11-2021,1hiouKTKyZ7CcKWAoofkkg,0.446,0.812,4,-4.688,0,0.448,0.0981,0,0.106,0.182,82.381,104064,4,TRUE,1,57,2021
228,Eat It, Megan Thee Stallion,13-11-2021,4V5Dv8IjHNTk2YJzU9vgsW,0.843,0.671,10,-5.708,0,0.22,0.0517,0,0.286,0.56,137.932,169421,4,TRUE,1,73,2021
229,Esta Danada, Ivan Cornejo,13-11-2021,6G2xXQRSZlEzYsUEb3uvuR,0.405,0.565,1,-9.266,0,0.0372,0.38,0.0195,0.107,0.166,159.892,214149,3,FALSE,1,83,2021
230,Whole Lotta Money, BIA Featuring Nicki Minaj,13-11-2021,67G6iaOw8DZqp1z8STR89R,0.893,0.463,1,-5.301,1,0.36,0.199,0,0.318,0.591,81.026,229601,4,TRUE,1,76,2021
231,Switches & Dracs, Moneybagg Yo Featuring Lil Durk & EST Gee,13-11-2021,4c7LkE1lSNj3RR4cZo0jEi,0.772,0.563,11,-8.188,0,0.452,0.0107,0,0.304,0.521,160.064,133631,4,TRUE,1,75,2021
232,Get Into It (Yuh), Doja Cat,13-11-2021,0W6I02J9xcqK8MtSeosEXb,0.912,0.655,8,-6.029,0,0.162,0.315,3.39E-05,0.0894,0.793,91.942,138293,4,TRUE,1,88,2021
233,Pissed Me Off, Lil Durk,13-11-2021,52nTQQahs46s1iHFQ3Wv5Q,0.723,0.516,11,-10.707,0,0.485,0.00311,1.26E-06,0.115,0.223,155.967,123077,4,TRUE,1,76,2021
234,Lo Siento BB:/," Tainy, Bad Bunny & Julieta Venegas",13-11-2021,4gzsuuZypVbxs0Af1LSZyB,0.639,0.703,4,-6.33,0,0.0794,0.0889,1.78E-06,0.0865,0.138,169.888,207301,4,FALSE,1,94,2021
235,"Ya Superame (En Vivo Desde Culiacan, Sinaloa)", Grupo Firme,13-11-2021,6HIIuuUIEzH1meVdGbMXyf,0.436,0.4,0,-6.521,1,0.11,0.463,0,0.76,0.568,75.576,189050,3,FALSE,1,86,2021
236,Money, Lisa,13-11-2021,7hU3IHwjX150XLoTVmjD0q,0.831,0.554,1,-9.998,0,0.218,0.161,6.12E-05,0.152,0.396,140.026,168228,4,FALSE,1,91,2021
237,Come Through, H.E.R. Featuring Chris Brown,13-11-2021,3krZxyBsWEHfEfJegYaWTd,0.615,0.422,5,-8.019,0,0.0504,0.604,0,0.112,0.185,135.859,214094,5,TRUE,1,72,2021
238,WFM, RealestK,13-11-2021,1DNA2z7Txysjk3cNz2nDLm,0.437,0.184,1,-17.667,1,0.0313,0.72,0.00253,0.113,0.247,80.088,136000,4,FALSE,1,83,2021
239,Lets Go Brandon, Loza Alexander,13-11-2021,7LdpCKuwVUc6lkWm3250KT,0.642,0.643,1,-8.707,1,0.0552,0.00715,3.34E-06,0.223,0.156,176.064,143496,4,TRUE,1,60,2021
240,Let's Go Brandon, Bryson Gray Featuring Tyson James & Chandler Crump,13-11-2021,3qwnYfT6vhs5gNRjXSLAwR,0.908,0.702,1,-3.688,0,0.339,0.0248,0,0.0877,0.522,137.013,224697,4,FALSE,1,55,2021
241,Ghost Town, Benson Boone,13-11-2021,135Lf4Q0CzlMNfOxbEUsLH,0.391,0.335,0,-10.064,1,0.0763,0.389,0,0.102,0.116,174.185,193733,3,FALSE,1,87,2021
242,Not In The Mood," Lil Tjay, Fivio Foreign & Kay Flock",06-11-2021,25GyyK9CyZRiDCsPY51fIT,0.545,0.82,8,-4.489,1,0.275,0.0951,0,0.29,0.357,141.908,150476,4,TRUE,1,80,2021
243,Thot Shit, Megan Thee Stallion,06-11-2021,5zNW5ARjYhJQJz1AChP33n,0.95,0.693,9,-3.424,1,0.0898,0.0133,0,0.173,0.891,130.02,184635,4,TRUE,1,80,2021
244,Like A Lady, Lady A,06-11-2021,5SulrwmIUDbU5TQQtoYHhL,0.637,0.932,8,-3.545,1,0.0354,0.06,3.23E-06,0.138,0.771,95.511,181200,4,FALSE,1,64,2021
245,No Friends In The Industry, Drake,06-11-2021,2tUL6dZf1mywCj5WvCPZw6,0.84,0.744,1,-4.751,1,0.113,0.0181,0,0.629,0.171,83.737,204347,4,TRUE,1,81,2021
246,In The Bible, Drake Featuring Lil Durk & Giveon,06-11-2021,61S79KIVA4I9FXbnsylEHT,0.686,0.385,7,-8.35,0,0.297,0.614,0,0.131,0.147,143.07,296568,4,TRUE,1,80,2021
247,Ain't Shit, Doja Cat,06-11-2021,5lAnYvAIkSDNXqfo7DyFUm,0.855,0.488,3,-4.601,1,0.208,0.506,0,0.347,0.619,124.097,174253,4,TRUE,1,85,2021
248,Nevada, YoungBoy Never Broke Again,06-11-2021,2cEnKRR4dYBB2VA1mjlb1z,0.777,0.59,0,-8.741,0,0.286,0.397,0,0.169,0.238,147.978,155738,4,TRUE,1,76,2021
249,Leave Before You Love Me, Marshmello X Jonas Brothers,30-10-2021,4qu63nuBpdn0qHUHuObEj1,0.721,0.738,7,-4.77,1,0.0403,0.00226,4.41E-06,0.118,0.637,119.976,154983,4,FALSE,1,88,2021
